Type,Carat,Cut,Color,Clarity,Depth,Table,X,Y,Z,Price,LogPrice
Diamond,0.54,Ideal,H,VS1,61,56,5.25,5.27,3.21,1560,7.3524411
Zirconia,0.4,Ideal,D,VVS2,62.5,55,4.73,4.77,2.97,11.11,2.407845604
Diamond,0.32,Ideal,I,VS1,60.9,56,4.46,4.44,2.71,648,6.473890696
Diamond,0.32,Ideal,D,VS1,60.9,57,4.48,4.45,2.72,1114,7.01571242
Zirconia,0.9,Very Good,G,SI2,62,59,6.14,6.19,3.82,37.9,3.634951112
Diamond,1.16,Ideal,I,SI2,62.6,56,6.68,6.73,4.2,4478,8.406931797
Zirconia,1.5,Premium,E,VS2,59.5,58,7.53,7.46,4.46,158.25,5.064176061
Diamond,1.2,Ideal,D,SI1,62.7,55,6.71,6.79,4.23,7761,8.956866471
Diamond,0.38,Ideal,I,VVS1,60.6,58,4.69,4.71,2.85,744,6.612041035
Zirconia,1.01,Good,H,SI1,63.4,58,6.37,6.41,4.05,45.28,3.812865434
Diamond,1.51,Very Good,F,VS1,59.6,63,7.34,7.43,4.4,14673,9.593764349
Diamond,2.16,Ideal,I,SI2,61.9,54,8.29,8.33,5.14,15124,9.624038165
Diamond,0.36,Ideal,I,VS1,62.1,57,4.58,4.54,2.83,729,6.591673732
Diamond,0.32,Premium,H,VS2,60.6,58,4.44,4.47,2.7,505,6.224558429
Zirconia,0.33,Ideal,I,VVS2,62.4,57,4.44,4.41,2.76,8.17,2.100468909
Diamond,0.35,Very Good,H,SI1,63.2,57,4.51,4.48,2.84,647,6.472346295
Zirconia,0.32,Ideal,E,VVS1,61.6,56,4.42,4.41,2.72,11.22,2.4176979
Diamond,0.31,Good,I,SI1,64.3,55,4.27,4.29,2.75,377,5.932245187
Diamond,0.3,Ideal,G,IF,61.7,53,4.33,4.36,2.68,850,6.745236349
Diamond,0.58,Very Good,F,VVS1,59.7,57,5.48,5.51,3.28,2636,7.877017896
Diamond,1.04,Good,F,VS1,63.2,57,6.41,6.44,4.06,7399,8.909100135
Zirconia,0.77,Ideal,G,VS2,62.1,56,5.84,5.88,3.64,38.98,3.663048694
Zirconia,0.41,Ideal,J,VS1,61.3,57,4.81,4.84,2.96,7.13,1.964311234
Diamond,0.38,Very Good,G,VS2,59.2,60,4.7,4.73,2.79,766,6.64118217
Zirconia,0.27,Ideal,H,VS1,61.6,56,4.16,4.19,2.57,5.28,1.663926098
Zirconia,0.41,Very Good,I,VVS1,63.1,58,4.68,4.74,2.97,9.32,2.232162629
Diamond,0.5,Good,G,VVS2,63.8,56,5.03,5.06,3.22,1715,7.44716836
Diamond,0.5,Very Good,F,SI2,62.9,57,5.02,5.06,3.17,1020,6.927557906
Diamond,0.41,Ideal,F,SI1,62.6,54,4.74,4.78,2.98,711,6.56667243
Diamond,1.5,Premium,F,SI1,62.1,60,7.32,7.27,4.53,8770,9.079092085
Zirconia,0.54,Very Good,D,SI1,62.1,56,5.22,5.25,3.25,18.28,2.905807566
Diamond,0.7,Premium,E,SI2,61.1,61,5.74,5.69,3.49,2215,7.703007682
Diamond,0.25,Ideal,D,SI1,61.5,55,4.09,4.14,2.52,452,6.11368218
Zirconia,0.23,Very Good,F,VS1,63.2,58,3.89,3.86,2.45,5.31,1.669591835
Diamond,0.41,Ideal,E,VS2,61.6,55,4.75,4.79,2.94,935,6.840546529
Diamond,0.34,Premium,G,VS1,60.4,61,4.53,4.48,2.72,880,6.779921907
Zirconia,0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,15.4,2.734367509
Zirconia,0.52,Premium,E,VS1,61.7,58,5.17,5.11,3.17,20.01,2.996232149
Zirconia,0.26,Ideal,E,VS1,61.8,55,4.13,4.09,2.54,6.38,1.853168097
Zirconia,0.35,Fair,D,VVS2,53.2,62,4.87,4.8,2.57,11.12,2.408745289
Diamond,0.51,Ideal,D,SI1,61.5,56,5.15,5.16,3.17,1431,7.26612878
Diamond,0.7,Very Good,E,SI1,59.6,63,5.72,5.65,3.39,2396,7.781555959
Diamond,0.37,Premium,J,VS2,60.7,60,4.68,4.65,2.83,583,6.368187186
Zirconia,0.41,Ideal,I,VVS1,62,54.5,4.77,4.8,2.97,9.8,2.282382386
Diamond,2.57,Premium,E,SI2,61.3,60,8.82,8.73,5.38,17116,9.747768978
Diamond,0.93,Very Good,H,SI1,59.3,61,6.33,6.39,3.77,3838,8.252706677
Diamond,0.51,Ideal,F,VS2,62,56,5.11,5.14,3.18,1595,7.374629015
Zirconia,0.42,Very Good,D,VS2,60.7,60,4.79,4.83,2.92,10.01,2.303584593
Diamond,0.5,Ideal,D,SI2,61.6,57,5.13,5.1,3.15,1332,7.194436851
Diamond,0.53,Ideal,H,VS2,61.7,54,5.23,5.2,3.22,1604,7.380255788
Zirconia,1.01,Premium,F,VS2,59.3,62,6.48,6.44,3.83,71.86,4.274719782
Diamond,0.33,Ideal,I,SI1,61.5,57,4.46,4.49,2.75,445,6.098074282
Diamond,0.31,Very Good,G,VS2,62.9,56,4.28,4.34,2.71,544,6.298949247
Diamond,0.33,Ideal,D,VS2,62.3,54,4.46,4.43,2.77,855,6.751101469
Diamond,0.38,Very Good,D,VS1,59.5,61,4.66,4.69,2.78,921,6.825460036
Diamond,0.82,Very Good,G,SI1,63.1,52,6.02,5.97,3.78,2716,7.906915489
Diamond,0.3,Ideal,F,VVS1,61.8,54,4.34,4.36,2.69,857,6.753437919
Diamond,1.5,Premium,D,VS2,60.2,59,7.48,7.36,4.47,15052,9.619266152
Zirconia,0.31,Very Good,D,SI1,60.4,60,4.4,4.44,2.67,5.58,1.719188776
Diamond,0.45,Good,G,VS1,58.1,61.2,5.02,5.07,2.93,1154,7.050989447
Diamond,0.39,Ideal,G,VS2,60.7,54,4.74,4.77,2.89,745,6.613384218
Diamond,0.53,Ideal,E,SI2,60.9,57,5.21,5.23,3.18,1223,7.109062136
Zirconia,1.02,Good,E,SI2,63.2,56,6.37,6.41,4.04,51.83,3.947969132
Zirconia,0.72,Very Good,D,SI1,60.5,57,5.85,5.89,3.55,34.12,3.529883723
Zirconia,1.31,Ideal,H,VS1,62.4,56,7,6.98,4.36,92.31,4.525152478
Diamond,1,Premium,E,VVS2,62.7,60,6.34,6.32,3.97,9050,9.110520037
Zirconia,1.52,Good,J,VVS2,57.9,62,7.61,7.63,4.41,97.47,4.579544638
Zirconia,1.59,Premium,I,VS2,59.9,60,7.61,7.57,4.55,104.21,4.646408094
Zirconia,1.11,Very Good,G,VS2,60.8,58,6.65,6.7,4.06,72.52,4.283862386
Diamond,1.1,Ideal,I,VS2,61.8,56,6.65,6.6,4.1,4962,8.509564164
Diamond,0.43,Ideal,D,VS2,60.7,57,4.88,4.91,2.97,1056,6.962243464
Diamond,0.34,Very Good,E,VVS1,61.7,58,4.43,4.48,2.75,1014,6.921658184
Zirconia,1.55,Premium,E,SI2,58.5,57,7.66,7.57,4.46,78.77,4.366532214
Zirconia,0.43,Ideal,H,IF,62.2,55,4.87,4.84,3.02,14.34,2.663052835
Diamond,0.7,Very Good,J,SI1,62,56,5.66,5.72,3.53,1619,7.389563954
Diamond,0.74,Ideal,D,VS1,61.7,55,5.85,5.79,3.59,3746,8.228443883
Diamond,1.75,Premium,E,SI2,60.9,59,7.78,7.75,4.73,12238,9.412301144
Diamond,0.42,Premium,G,VS1,62.4,59,4.8,4.78,2.99,984,6.891625897
Zirconia,0.3,Premium,G,VS1,62.5,59,4.32,4.25,2.68,8.66,2.158714723
Diamond,0.37,Ideal,G,VS2,62.5,53,4.6,4.61,2.88,668,6.504288174
Diamond,0.5,Fair,D,VVS2,67.6,57,4.95,4.84,3.31,1980,7.590852124
Diamond,0.9,Good,E,VS2,64.2,59,6.02,6.1,3.89,4315,8.369852604
Zirconia,1.25,Very Good,J,VS1,60.4,60,6.99,7.08,4.25,61.91,4.125681718
Diamond,1.01,Ideal,G,VS1,62.7,56,6.4,6.35,4,6951,8.846640813
Diamond,0.5,Good,E,SI2,63.3,56,5.05,5.09,3.21,1077,6.981934677
Diamond,1.06,Premium,F,SI1,62.4,58,6.56,6.51,4.07,4862,8.489205155
Zirconia,0.6,Very Good,F,SI1,62.1,57.4,5.39,5.45,3.35,18.87,2.937573359
Diamond,1.01,Good,I,VS2,63.6,57,6.3,6.21,3.98,3620,8.194229305
Diamond,0.26,Ideal,I,VS1,61.6,54,4.08,4.12,2.53,578,6.359573869
Diamond,0.41,Good,G,I1,63.8,56,4.74,4.7,3.01,600,6.396929655
Diamond,0.3,Ideal,F,VS2,62.3,57,4.3,4.33,2.69,605,6.405228458
Diamond,0.27,Ideal,E,VVS2,61.8,57,4.12,4.16,2.56,622,6.432940093
Diamond,0.31,Very Good,F,VS2,62.1,54,4.34,4.39,2.71,500,6.214608098
Diamond,0.81,Ideal,F,SI1,61.2,57,6,6.05,3.69,3146,8.053887084
Diamond,0.71,Very Good,G,VS1,62,53,5.72,5.76,3.56,3425,8.138856751
Zirconia,0.3,Ideal,H,SI1,61.7,56,4.33,4.35,2.68,5.12,1.633154439
Zirconia,1.5,Fair,G,VS2,66.2,53,7.12,7.08,4.7,117.08,4.762857462
Diamond,1.2,Very Good,G,VS2,63.2,56,6.82,6.75,4.29,8491,9.046762058
Diamond,0.7,Very Good,I,VS1,63.2,55,5.63,5.58,3.54,2394,7.780720886
Diamond,0.4,Ideal,F,VVS2,62.4,57,4.69,4.73,2.94,1088,6.992096427
Zirconia,1.23,Good,I,SI1,60.7,61,6.91,6.93,4.2,67.82,4.216857137
Diamond,0.9,Very Good,I,VS2,63.2,56,6.15,6.09,3.87,3570,8.180320875
Diamond,0.73,Premium,F,SI1,61.9,60,5.78,5.81,3.59,2504,7.825644732
Diamond,1,Premium,G,SI1,60.2,59,6.5,6.39,3.88,4427,8.395477433
Diamond,1.04,Premium,G,SI1,60.3,58,6.6,6.55,3.96,3780,8.237479289
Diamond,1.05,Ideal,J,VS2,62.3,56,6.55,6.51,4.07,4201,8.343077871
Zirconia,2.01,Very Good,D,SI2,58.3,63,8.28,8.25,4.82,139.03,4.934689737
Diamond,0.31,Very Good,D,SI2,62.7,59,4.3,4.35,2.71,462,6.135564891
Zirconia,0.56,Ideal,E,VS2,61.5,57,5.27,5.3,3.25,20.01,2.996232149
Diamond,0.42,Premium,F,VS1,62.7,61,4.77,4.74,2.98,1176,7.069874128
Diamond,1.12,Ideal,G,VS1,61.5,56,6.7,6.73,4.13,8202,9.012133306
Diamond,1.21,Premium,I,SI1,62,56,6.89,6.83,4.25,5285,8.572627898
Zirconia,1.51,Ideal,G,SI1,61.1,57,7.46,7.4,4.54,126.12,4.837233835
Zirconia,0.7,Ideal,I,SI2,61.3,57,5.7,5.73,3.5,21.57,3.07130346
Diamond,0.31,Ideal,G,VVS2,62.1,56,4.32,4.35,2.69,707,6.561030666
Diamond,0.92,Ideal,E,SI1,61.4,55,6.29,6.25,3.85,4183,8.338783971
Diamond,0.78,Ideal,E,SI2,60.8,56,5.98,5.92,3.62,2340,7.757906208
Diamond,0.32,Ideal,H,VS1,61.5,57,4.4,4.42,2.71,561,6.329720906
Diamond,0.31,Ideal,E,VVS2,60.8,57,4.36,4.39,2.66,816,6.704414355
Diamond,1.34,Ideal,H,IF,60.9,57,7.09,7.19,4.35,11109,9.31551087
Zirconia,0.37,Premium,F,SI1,60.3,58,4.66,4.62,2.8,8.7,2.163323026
Diamond,0.32,Premium,H,SI1,62.2,56,4.39,4.36,2.72,576,6.356107661
Zirconia,1.01,Good,D,SI2,63.1,54,6.37,6.43,4.04,46.86,3.847164433
Diamond,0.4,Very Good,F,VVS2,62,56,4.71,4.74,2.93,1049,6.955592608
Diamond,0.35,Ideal,E,SI2,61.7,56,4.55,4.53,2.8,630,6.445719819
Diamond,1.11,Ideal,D,SI2,61.6,55,6.66,6.62,4.09,5648,8.639056779
Diamond,0.3,Ideal,D,SI1,62.1,56,4.33,4.3,2.68,709,6.563855527
Zirconia,0.41,Ideal,I,SI1,61.6,56,4.79,4.82,2.96,7.03,1.950186706
Diamond,0.27,Ideal,H,IF,61.6,56,4.18,4.21,2.58,566,6.338594078
Zirconia,1.5,Premium,H,SI1,61.6,58,7.33,7.38,4.53,95.36,4.557659203
Zirconia,0.33,Very Good,E,SI1,62,60,4.38,4.43,2.73,6.37,1.85159947
Diamond,1.24,Ideal,I,VS2,61.8,56,6.86,6.89,4.25,7544,8.928507824
Diamond,2.07,Ideal,J,VVS2,62.7,54,8.12,8.17,5.11,16617,9.718181547
Diamond,0.47,Ideal,D,VVS1,62.1,55,4.98,5.01,3.1,2460,7.807916629
Diamond,0.61,Premium,F,VS2,59.6,61,5.58,5.5,3.3,2075,7.637716433
Diamond,1,Very Good,F,SI1,63.2,54,6.3,6.23,3.96,4088,8.315811132
Diamond,0.71,Very Good,G,VS2,62.1,58,5.65,5.71,3.53,2905,7.974188669
Zirconia,2.01,Ideal,J,SI2,62.9,54,8.03,8.07,5.06,138.22,4.928846619
Diamond,0.39,Very Good,F,VS1,57.1,61,4.86,4.91,2.79,1000,6.907755279
Diamond,0.9,Very Good,D,SI1,62.8,59,6.06,6.1,3.82,4068,8.310906757
Diamond,1.52,Premium,G,VS1,61.2,60,7.37,7.4,4.52,14293,9.567525186
Diamond,1.01,Ideal,D,SI1,62.4,54,6.52,6.38,4.03,5147,8.5461693
Diamond,1.28,Premium,H,SI2,60.2,60,6.97,6.93,4.31,5376,8.589699882
Diamond,1.5,Ideal,I,VVS2,60.7,60,7.35,7.4,4.48,10931,9.299358068
Diamond,1.01,Ideal,E,VS2,61.9,55,6.44,6.38,3.97,6787,8.822764297
Diamond,1.07,Ideal,D,VS1,61.8,57,6.55,6.58,4.06,9077,9.113499021
Diamond,1.24,Premium,J,SI1,61.8,58,6.9,6.86,4.25,4687,8.452547998
Diamond,1.04,Ideal,H,VS1,62.7,57,6.42,6.46,4.04,5577,8.626406276
Diamond,2.18,Ideal,J,VS2,62.2,55,8.32,8.36,5.19,16427,9.706681602
Diamond,0.43,Good,D,SI1,63.4,55,4.78,4.84,3.05,774,6.651571874
Diamond,0.33,Premium,I,VVS2,61.4,58,4.48,4.45,2.74,743,6.610696045
Zirconia,1.02,Very Good,J,SI2,63.1,58,6.38,6.34,4.01,36.95,3.609565647
Zirconia,0.44,Very Good,E,VS1,59.7,59,4.94,5.01,2.97,11.99,2.484072969
Diamond,1.1,Very Good,H,VS2,61.3,58,6.63,6.74,4.1,5914,8.6850777
Diamond,0.42,Ideal,G,VS1,62.5,54,4.84,4.79,3.01,984,6.891625897
Diamond,1.04,Ideal,F,VS2,62.1,57,6.53,6.48,4.04,6814,8.826734598
Diamond,1.52,Premium,E,SI2,62.9,59,7.31,7.26,4.58,9576,9.167015247
Diamond,0.31,Ideal,G,SI1,62.8,55,4.38,4.32,2.73,593,6.385194399
Diamond,0.7,Very Good,G,VVS2,63.3,59,5.59,5.62,3.55,2905,7.974188669
Diamond,0.33,Very Good,G,VS2,60.8,62,4.42,4.46,2.7,579,6.361302478
Diamond,0.31,Premium,I,VVS2,62.2,57,4.37,4.34,2.71,698,6.548219103
Diamond,0.7,Good,H,VVS2,63.8,57,5.61,5.51,3.55,2657,7.884952946
Diamond,0.55,Ideal,D,VS1,61.4,57,5.26,5.29,3.24,2054,7.62754439
Diamond,0.5,Premium,G,VVS2,62.1,61,5.1,5.07,3.16,1806,7.498869734
Diamond,0.51,Very Good,D,VS1,61,57,5.15,5.18,3.15,1756,7.470793774
Diamond,0.52,Ideal,G,VVS2,61.7,55,5.15,5.2,3.19,2238,7.713337889
Zirconia,0.58,Ideal,F,SI2,62.6,57,5.27,5.33,3.32,13.29,2.587011873
Zirconia,1.06,Very Good,H,VS2,62.5,57,6.47,6.49,4.05,63.61,4.152770691
Diamond,1.29,Ideal,H,VS1,61.2,57,7.01,7.05,4.3,8887,9.092344814
Diamond,0.34,Very Good,E,VS2,59.8,62,4.52,4.54,2.71,659,6.490723535
Diamond,0.4,Ideal,E,VS1,62.1,55,4.75,4.79,2.96,898,6.800170068
Diamond,0.73,Premium,E,SI1,61.8,59,5.8,5.73,3.56,2510,7.828038032
Diamond,0.36,Premium,F,VS1,60.7,58,4.57,4.62,2.79,789,6.670766321
Zirconia,1.52,Premium,D,SI2,61.4,54,7.51,7.43,4.59,113.39,4.730833204
Diamond,0.44,Premium,E,VS2,60.4,58,4.93,4.87,2.96,1073,6.978213743
Diamond,2.02,Premium,G,SI2,60.1,59,8.29,8.21,4.96,17099,9.746775261
Diamond,0.53,Ideal,E,VS2,62,55,5.17,5.21,3.22,1607,7.382124366
Zirconia,1.22,Premium,I,VS2,59.3,59,7.01,6.96,4.14,67.72,4.215381557
Diamond,0.37,Ideal,F,SI1,62.4,54,4.6,4.63,2.88,616,6.423246964
Diamond,1.05,Very Good,G,VS1,62.3,56,6.45,6.51,4.04,7010,8.85509298
Zirconia,0.7,Good,F,VS2,62.6,61,5.56,5.62,3.5,28.5,3.349904087
Diamond,1.63,Ideal,I,VVS2,62.3,54.7,7.49,7.52,4.69,12174,9.407057809
Diamond,0.74,Ideal,F,VS1,62,54,5.85,5.81,3.62,3694,8.214465161
Diamond,1.29,Ideal,G,SI2,61.5,55,7.03,6.99,4.31,6321,8.751632702
Zirconia,0.34,Fair,F,VVS1,55.2,59,4.72,4.77,2.62,11.44,2.437115986
Diamond,2,Good,G,SI2,64.2,60,7.89,7.81,5.04,9999,9.210240367
Diamond,0.38,Very Good,H,VS2,62.8,55,4.64,4.66,2.92,700,6.551080335
Diamond,1.23,Ideal,I,VVS2,62.5,57,6.81,6.86,4.27,7256,8.889583992
Zirconia,0.43,Very Good,F,VS2,61.1,57,4.86,4.9,2.98,9.96,2.298577072
Diamond,0.41,Premium,J,VS2,61.9,59,4.69,4.74,2.92,611,6.415096959
Diamond,0.41,Ideal,E,SI1,62.5,57,4.74,4.79,2.98,755,6.626717749
Diamond,1.51,Premium,E,SI1,63,58,7.4,7.27,4.62,8836,9.086589565
Diamond,0.71,Premium,E,VVS1,62.7,60,5.73,5.62,3.56,3779,8.237214703
Zirconia,0.32,Very Good,F,VS2,59.6,56,4.48,4.51,2.68,7.06,1.954445052
Diamond,1,Premium,H,VS1,61.8,61,6.4,6.31,3.93,5169,8.550434525
Zirconia,0.3,Very Good,D,VS2,61,57,4.32,4.34,2.64,6.25,1.832581464
Diamond,0.7,Ideal,D,SI1,61.2,54,5.79,5.75,3.53,2310,7.745002804
Zirconia,2.03,Good,H,SI2,59.6,61,8.16,8.21,4.88,161.92,5.087102386
Diamond,0.52,Ideal,G,VS1,62.4,56,5.15,5.11,3.2,1815,7.503840747
Zirconia,0.3,Ideal,F,IF,62.2,57,4.3,4.32,2.68,9.75,2.277267285
Diamond,0.42,Premium,F,SI1,61.5,58,4.83,4.8,2.96,992,6.899723107
Diamond,0.72,Premium,F,VS2,62.1,57,5.73,5.71,3.55,2724,7.909856667
Zirconia,1.51,Premium,E,SI1,58.6,62,7.58,7.53,4.43,139.21,4.935983584
Zirconia,0.37,Very Good,E,VS2,64,55,4.52,4.57,2.91,8.01,2.080690761
Diamond,0.9,Very Good,F,SI1,63.6,58,6.08,6.12,3.88,3848,8.255308812
Zirconia,1.2,Good,G,VS2,57.8,59,7.06,7,4.06,88.35,4.481306199
Diamond,1.02,Premium,G,VS2,62.5,58,6.46,6.41,4.02,6416,8.76655015
Diamond,0.39,Good,G,VVS1,61.6,61,4.71,4.74,2.91,1041,6.947937069
Diamond,0.51,Premium,E,SI1,61.8,58,5.11,5.15,3.17,1343,7.202661197
Zirconia,0.31,Ideal,E,VS2,62.5,54,4.33,4.37,2.72,7.92,2.069391206
Diamond,0.43,Premium,G,SI1,62.7,56,4.83,4.8,3.02,968,6.875232087
Zirconia,0.23,Very Good,G,VVS2,62.3,57,3.9,3.92,2.43,4.74,1.556037136
Diamond,0.3,Very Good,H,SI1,61.2,62,4.28,4.31,2.63,421,6.042632834
Diamond,0.32,Ideal,G,VS1,61.3,55,4.46,4.42,2.72,828,6.719013154
Zirconia,0.53,Ideal,G,SI1,60.7,56,5.22,5.27,3.18,15.08,2.713369363
Diamond,0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826,6.716594774
Diamond,0.72,Ideal,I,VVS2,61.6,57,5.73,5.76,3.54,2602,7.864035659
Diamond,1.36,Premium,E,VVS2,59.8,59,7.12,7.2,4.38,13598,9.517678002
Diamond,0.53,Ideal,D,VS2,61.4,56,5.2,5.23,3.2,1857,7.526717561
Diamond,0.5,Very Good,G,VVS2,61.3,57,5.12,5.15,3.15,1729,7.455298486
Diamond,1.75,Very Good,G,VS2,62.6,58,7.63,7.67,4.79,16632,9.71908383
Diamond,0.7,Ideal,H,SI1,61,56,5.74,5.76,3.51,2487,7.818832444
Diamond,0.55,Ideal,F,VS1,61.9,56,5.25,5.29,3.26,1881,7.539558829
Diamond,0.42,Ideal,H,VVS1,62.4,55,4.8,4.79,2.99,1142,7.04053639
Diamond,0.31,Ideal,I,VVS1,62.1,56,4.38,4.35,2.71,732,6.595780514
Diamond,0.37,Good,F,SI1,63.7,55,4.55,4.59,2.91,575,6.354370041
Zirconia,1,Premium,G,SI2,62.2,57,6.29,6.25,3.9,43.98,3.783734985
Zirconia,2.02,Good,E,SI2,58.8,61,8.21,8.25,4.84,200.6,5.301312876
Diamond,1.7,Premium,I,VVS2,61.7,57.4,7.62,7.67,4.71,13127,9.482426457
Zirconia,0.41,Good,J,VS2,64,59,4.64,4.71,2.99,6.22,1.827769907
Diamond,0.7,Ideal,J,SI1,62.6,56,5.66,5.68,3.55,1937,7.568895663
Diamond,0.72,Ideal,H,VS2,61.7,57,5.74,5.77,3.55,2594,7.860956365
Zirconia,0.44,Ideal,G,SI1,62.7,57,4.85,4.82,3.03,10.89,2.387844937
Diamond,2.35,Premium,I,SI1,61.8,58,8.58,8.44,5.26,14185,9.559940347
Diamond,1.2,Good,E,VS2,63.6,57,6.74,6.68,4.27,8380,9.033603193
Diamond,0.71,Premium,G,VS2,62.8,58,5.74,5.69,3.59,2515,7.830028083
Diamond,0.34,Premium,D,SI1,59.7,59,4.57,4.54,2.72,803,6.688354714
Diamond,2.01,Very Good,H,SI2,62.7,60,7.94,8.03,5.01,14768,9.600217957
Diamond,0.56,Premium,G,VS1,59.9,60,5.41,5.37,3.23,2013,7.607381426
Diamond,0.28,Ideal,G,VVS2,61.6,56,4.18,4.2,2.58,586,6.37331979
Diamond,0.74,Ideal,F,SI2,61.9,56,5.81,5.85,3.61,2623,7.87207398
Diamond,2.03,Ideal,I,VS2,62.7,57,8.05,8.02,5.04,16945,9.737728084
Zirconia,1,Very Good,D,SI2,63.7,55,6.32,6.37,4.04,48.61,3.883829271
Diamond,0.44,Ideal,H,SI1,61.6,56,4.87,4.93,3.02,911,6.814542897
Diamond,1.25,Ideal,H,SI2,62.2,55.4,6.89,6.94,4.29,5932,8.688116703
Diamond,0.34,Premium,D,SI1,60.2,60,4.54,4.5,2.72,803,6.688354714
Diamond,2,Fair,H,SI1,65.1,59,7.83,7.77,5.08,13442,9.506139413
Zirconia,2.24,Premium,I,SI2,61.9,58,8.36,8.29,5.15,170.67,5.139731867
Zirconia,1.18,Premium,J,SI2,61.3,60,6.83,6.78,4.17,47.01,3.850360345
Diamond,0.46,Good,F,VS1,56.5,61,5.11,5.05,2.87,1109,7.011213987
Diamond,0.31,Very Good,E,IF,63,55,4.33,4.37,2.74,938,6.843749949
Diamond,0.4,Ideal,G,SI2,61.8,56,4.75,4.77,2.94,654,6.483107351
Diamond,1.01,Very Good,G,VS2,61.6,56,6.4,6.46,3.96,5839,8.672314828
Diamond,0.55,Ideal,F,VVS1,62.2,57,5.25,5.27,3.27,2569,7.851271997
Zirconia,0.26,Very Good,D,VS1,60,56,4.15,4.18,2.5,4.68,1.54329811
Zirconia,1.03,Premium,F,SI2,62.4,59,6.45,6.38,4,50.45,3.920982747
Diamond,0.51,Ideal,G,IF,61.3,56,5.15,5.19,3.16,2163,7.679251426
Diamond,0.31,Ideal,E,VS1,61.7,56,4.41,4.37,2.71,942,6.848005275
Diamond,0.4,Ideal,D,VS1,60.6,56,4.78,4.82,2.91,1003,6.910750788
Diamond,0.3,Good,J,VS1,63.3,60,4.22,4.25,2.68,394,5.976350909
Diamond,0.7,Very Good,D,SI1,62.1,56,5.65,5.69,3.52,2686,7.895808377
Diamond,1.01,Good,F,SI2,63.6,59,6.37,6.34,4.04,4197,8.342125263
Diamond,1.21,Very Good,I,VS1,60.6,60,6.89,6.85,4.16,5726,8.652772486
Zirconia,0.32,Ideal,F,VVS2,62,55,4.39,4.41,2.73,8.65,2.157559321
Zirconia,0.9,Premium,D,VVS1,61.3,59,6.18,6.12,3.77,84.82,4.440531364
Diamond,0.34,Ideal,D,SI1,62,55,4.53,4.5,2.8,750,6.620073207
Diamond,0.34,Premium,G,VS1,62.2,55,4.52,4.48,2.8,821,6.710523109
Diamond,1.11,Ideal,G,SI1,62.6,57,6.64,6.56,4.13,5428,8.599326021
Diamond,0.59,Very Good,F,SI2,63.7,57,5.31,5.36,3.4,1265,7.142827401
Diamond,0.61,Premium,F,VVS2,63,60,5.35,5.29,3.35,2319,7.748891337
Zirconia,0.72,Good,F,SI1,63.1,56,5.67,5.68,3.58,29.12,3.371425223
Zirconia,1.01,Premium,F,VS1,61.3,58,6.44,6.52,3.97,76.99,4.343675543
Diamond,1.2,Premium,E,SI1,60.3,57,6.98,6.84,4.17,7362,8.904086914
Diamond,1.71,Very Good,D,SI2,63.5,59,7.57,7.59,4.81,11873,9.382022194
Diamond,0.73,Very Good,F,VS1,62,57,5.73,5.75,3.56,3200,8.070906089
Diamond,1,Ideal,H,SI1,60.3,56,6.52,6.54,3.94,4702,8.455743229
Zirconia,0.39,Ideal,G,VVS2,62,54.5,4.67,4.7,2.91,10.47,2.348514025
Diamond,0.53,Premium,E,SI1,62.2,56,5.22,5.16,3.23,1654,7.410951876
Diamond,0.76,Ideal,F,VVS2,60.9,57,5.89,5.96,3.61,3716,8.2204031
Diamond,2.05,Ideal,J,VVS2,62.7,56,8.18,8.11,5.11,17214,9.753478285
Diamond,1.73,Premium,H,SI1,61.8,57,7.77,7.64,4.76,12931,9.467382808
Zirconia,0.53,Very Good,F,SI1,61.6,57,5.16,5.23,3.2,14.95,2.7047113
Diamond,0.55,Ideal,D,VS1,61.7,55,5.25,5.26,3.24,1890,7.544332108
Diamond,0.5,Ideal,E,SI1,59.7,62,5.16,5.19,3.09,1331,7.193685818
Diamond,1.16,Ideal,D,SI1,62,56,6.73,6.76,4.18,5805,8.666474894
Zirconia,1.29,Good,J,VS2,58.2,61,7.07,7.12,4.13,64.88,4.17253941
Diamond,1.1,Ideal,F,VVS2,61.2,56,6.71,6.64,4.08,9343,9.142382679
Diamond,0.7,Good,F,VS2,63.5,56,5.64,5.45,3.52,2212,7.701652363
Diamond,0.64,Good,J,SI2,64.7,54,5.39,5.43,3.5,1141,7.03966035
Diamond,1.52,Fair,F,SI2,56.3,64,7.68,7.62,4.31,8938,9.098067129
Zirconia,1.11,Good,F,SI1,63.1,56,6.59,6.63,4.17,63.46,4.150409786
Diamond,0.71,Good,H,SI1,63.1,57,5.61,5.65,3.55,2096,7.647786045
Diamond,0.4,Very Good,I,VVS1,61.5,58,4.7,4.76,2.91,842,6.735780014
Diamond,0.78,Very Good,D,VS1,63.2,58,5.87,5.81,3.69,3800,8.242756346
Zirconia,0.7,Good,H,VS2,64.5,57,5.53,5.57,3.58,23.51,3.157425863
Zirconia,0.8,Ideal,F,SI1,62.8,54,5.9,5.97,3.74,32.73,3.488292089
Zirconia,0.31,Ideal,H,VVS2,62.398,57,4.32,4.36,2.71,6.88,1.928618652
Diamond,1.01,Very Good,F,SI1,61.9,58,6.41,6.44,3.98,5383,8.591001119
